id,osm_type,name,amenity,leisure,shop,railway,highway,public_transport,lat,lon,kategoria
269557567,node,Matejki 02,,,,,bus_stop,,54.37480163574219,18.613054275512695,przystanek_autobus
269557591,node,Siedlicka 02,,,,,bus_stop,,54.370033264160156,18.61134147644043,przystanek_autobus
269557592,node,Miszewskiego 02,,,,tram_stop,,,54.37578582763672,18.61515235900879,przystanek_tramwaj
269557594,node,Klonowa,,,,tram_stop,,,54.3798828125,18.6030330657959,przystanek_tramwaj
269557596,node,Galeria Bałtycka 02,,,,tram_stop,,,54.38207244873047,18.598960876464844,przystanek_tramwaj
269557600,node,Wojska Polskiego 02,,,,tram_stop,,,54.387046813964844,18.590776443481445,przystanek_tramwaj
270359423,node,Oliwa 02,,,,tram_stop,,,54.40991973876953,18.565921783447266,przystanek_tramwaj
270359429,node,Obrońców Westerplatte 01,,,,tram_stop,,,54.40837478637695,18.56298065185547,przystanek_tramwaj
270431143,node,Derdowskiego 01,,,,tram_stop,,,54.405067443847656,18.56391143798828,przystanek_tramwaj
270431146,node,Tetmajera 01,,,,tram_stop,,,54.40270233154297,18.5656795501709,przystanek_tramwaj
270448708,node,Bażyńskiego 01,,,,tram_stop,,,54.39884567260742,18.568605422973633,przystanek_tramwaj
270448711,node,Uniwersytet Gdański 01,,,,tram_stop,,,54.39580535888672,18.57164192199707,przystanek_tramwaj
271406174,node,Strzyża PKM 01,,,,tram_stop,,,54.391380310058594,18.577423095703125,przystanek_tramwaj
271406175,node,Wilka-Krzyżanowskiego 02,,,,tram_stop,,,54.38823318481445,18.581884384155273,przystanek_tramwaj
273161199,node,Zamenhofa 02,,,,tram_stop,,,54.38691329956055,18.585508346557617,przystanek_tramwaj
280272737,node,Jaśkowa Dolina 04,,,,,bus_stop,,54.377601623535156,18.608097076416016,przystanek_autobus
301671582,node,"Gdańsk, Dworzec PKS",,,,,bus_stop,,54.357032775878906,18.643037796020508,przystanek_autobus
421690831,node,Strzyża PKM 03,,,,tram_stop,,,54.39109420776367,18.578157424926758,przystanek_tramwaj
442256675,node,Dr. Max,pharmacy,,,,,,54.36091232299805,18.711936950683594,apteka
442257163,node,Dom Leków,pharmacy,,,,,,54.36122512817383,18.714752197265625,apteka
448248102,node,Wołkowyska,,,,,bus_stop,,54.350704193115234,18.569944381713867,przystanek_autobus
452409476,node,Fukafe,cafe,,,,,,54.38164138793945,18.611066818237305,kawiarnia_restauracja
471843082,node,Merkus,,,convenience,,,,54.34577941894531,18.648530960083008,sklep
471843083,node,Eljax,pharmacy,,,,,,54.3455810546875,18.649335861206055,apteka
473434468,node,Brama Oliwska,,,,tram_stop,,,54.362064361572266,18.64155387878418,przystanek_tramwaj
478757772,node,Krokodyl,restaurant,,,,,,54.3594970703125,18.57891845703125,kawiarnia_restauracja
533995189,node,Zakopiańska,,,,,bus_stop,,54.34884262084961,18.61861228942871,przystanek_autobus
595656593,node,Kuchnia Aleksandry,restaurant,,,,,,54.34817886352539,18.653621673583984,kawiarnia_restauracja
595656602,node,Zielony Zakątek,restaurant,,,,,,54.3475341796875,18.65528106689453,kawiarnia_restauracja
595656605,node,Yang Guang,restaurant,,,,,,54.347530364990234,18.657018661499023,kawiarnia_restauracja
595656606,node,Latający Holender,restaurant,,,,,,54.348297119140625,18.654748916625977,kawiarnia_restauracja
595656607,node,Sphinx,restaurant,,,,,,54.3482666015625,18.654916763305664,kawiarnia_restauracja
595656613,node,Restauracja Republika,restaurant,,,,,,54.348846435546875,18.656217575073242,kawiarnia_restauracja
595656615,node,Millennium Bank,bank,,,,,,54.347320556640625,18.65883445739746,bank_atm
595656620,node,ING Bank Śląski,bank,,,,,,54.34715270996094,18.66098976135254,bank_atm
595656622,node,Santander,bank,,,,,,54.347171783447266,18.661788940429688,bank_atm
595656630,node,Cafe Kamienica,cafe,,,,,,54.34964370727539,18.65570640563965,kawiarnia_restauracja
595795171,node,Akademia Muzyczna,,,,tram_stop,,,54.3446159362793,18.66419219970703,przystanek_tramwaj
595795182,node,Brama Żuławska,,,,tram_stop,,,54.3476676940918,18.66935157775879,przystanek_tramwaj
596395488,node,Siedlce 06,,,,,bus_stop,,54.34856414794922,18.60659408569336,przystanek_autobus
622327405,node,Brama Wyżynna,,,,tram_stop,,,54.350399017333984,18.64603042602539,przystanek_tramwaj
622327415,node,Okopowa,,,,tram_stop,,,54.34756851196289,18.64630889892578,przystanek_tramwaj
622327423,node,Żabi Kruk,,,,tram_stop,,,54.34659957885742,18.65152931213379,przystanek_tramwaj
622327429,node,Chmielna 01,,,,tram_stop,,,54.345462799072266,18.657075881958008,przystanek_tramwaj
622327524,node,Plac Solidarności 02,,,,tram_stop,,,54.36030197143555,18.64794921875,przystanek_tramwaj
622328005,node,Hucisko,,,,tram_stop,,,54.35188674926758,18.64499855041504,przystanek_tramwaj
622329077,node,Dworzec PKS,,,,tram_stop,,,54.35697555541992,18.643442153930664,przystanek_tramwaj
737592222,node,La Famiglia Pizza,restaurant,,,,,,54.349830627441406,18.65055274963379,kawiarnia_restauracja
746495990,node,Millennium Bank,bank,,,,,,54.35163497924805,18.64739418029785,bank_atm
746495993,node,BOŚ Bank,bank,,,,,,54.34636688232422,18.650442123413086,bank_atm
746495995,node,Retro,cafe,,,,,,54.35026550292969,18.650083541870117,kawiarnia_restauracja
746496009,node,Santorini,restaurant,,,,,,54.34865188598633,18.652023315429688,kawiarnia_restauracja
746496017,node,Neptun,pub,,,,,,54.348751068115234,18.6516056060791,pub
746496028,node,Brama Wyżynna 05,,,,,bus_stop,,54.35051727294922,18.64647674560547,przystanek_autobus
746496055,node,Costa Coffee,cafe,,,,,,54.34942626953125,18.648700714111328,kawiarnia_restauracja
746496071,node,Pizzeria Napoli,restaurant,,,,,,54.34922790527344,18.650827407836914,kawiarnia_restauracja
746496080,node,Jozef K,pub,,,,,,54.35032272338867,18.649852752685547,pub
746496114,node,Ratuszowa,pharmacy,,,,,,54.34904861450195,18.65174102783203,apteka
746496115,node,Lodziarnia Grycan,cafe,,,,,,54.349422454833984,18.649761199951172,kawiarnia_restauracja
746496116,node,U Szkota,restaurant,,,,,,54.348758697509766,18.6546630859375,kawiarnia_restauracja
746496122,node,Pod Rybą,restaurant,,,,,,54.34832763671875,18.65456199645996,kawiarnia_restauracja
746496124,node,Ezo Night Club,nightclub,,,,,,54.349586486816406,18.65032386779785,klub
746496140,node,Ferber,cafe,,,,,,54.349544525146484,18.649112701416016,kawiarnia_restauracja
747293174,node,Chodowieckiego,,,,tram_stop,,,54.363990783691406,18.638343811035156,przystanek_tramwaj
748345991,node,Kartuska,pharmacy,,,,,,54.34872055053711,18.619787216186523,apteka
748346032,node,Emaus,,,,,bus_stop,,54.34745788574219,18.60431480407715,przystanek_autobus
748434039,node,Drwęcka 01,,,,,bus_stop,,54.344932556152344,18.618043899536133,przystanek_autobus
748434057,node,Santander,atm,,,,,,54.34138488769531,18.61914825439453,bank_atm
748434078,node,Odrzańska 04,,,,,bus_stop,,54.34567642211914,18.62557029724121,przystanek_autobus
748434114,node,Odrzańska,,,,,bus_stop,,54.34515380859375,18.625776290893555,przystanek_autobus
761128012,node,Kasa Stefczyka,bank,,,,,,54.377891540527344,18.608924865722656,bank_atm
762113105,node,Kaufland,,,supermarket,,,,54.33679962158203,18.620590209960938,sklep
762113280,node,Lewiatan,,,convenience,,,,54.3351936340332,18.62629508972168,sklep
762113333,node,Bazylia,restaurant,,,,,,54.337711334228516,18.607789993286133,kawiarnia_restauracja
764323462,node,Tawerna Ołowianka,restaurant,,,,,,54.35072708129883,18.658809661865234,kawiarnia_restauracja
876380540,node,Manhattan,pharmacy,,,,,,54.37689971923828,18.607589721679688,apteka
886674343,node,Głęboka 01,,,,tram_stop,,,54.352088928222656,18.671430587768555,przystanek_tramwaj
935788061,node,Millennium Bank,bank,,,,,,54.37837600708008,18.605712890625,bank_atm
935789374,node,Santander Bank Polska S.A.,atm,,,,,,54.376678466796875,18.614606857299805,bank_atm
935791178,node,Millennium Bank,bank,,,,,,54.32520294189453,18.618906021118164,bank_atm
935791183,node,Santander,atm,,,,,,54.35662841796875,18.65153694152832,bank_atm
935791237,node,Bankomat BZ WBK,atm,,,,,,54.32789611816406,18.61455535888672,bank_atm
935791387,node,Bankomat Millennium,atm,,,,,,54.34877395629883,18.621540069580078,bank_atm
935791736,node,Santander,bank,,,,,,54.350990295410156,18.641645431518555,bank_atm
935792436,node,Euronet,atm,,,,,,54.35645294189453,18.645214080810547,bank_atm
935792502,node,Bankomat Millennium,atm,,,,,,54.3514404296875,18.641021728515625,bank_atm
935794142,node,Millennium Bank,bank,,,,,,54.33597183227539,18.61252784729004,bank_atm
935794413,node,Euronet,atm,,,,,,54.35231399536133,18.64665412902832,bank_atm
935794635,node,Santander,atm,,,,,,54.365814208984375,18.626691818237305,bank_atm
935795384,node,Millennium Bank,bank,,,,,,54.38866424560547,18.62303924560547,bank_atm
935795785,node,Euronet,atm,,,,,,54.35331726074219,18.657373428344727,bank_atm
935795843,node,Bankomat Millennium,atm,,,,,,54.35070037841797,18.649799346923828,bank_atm
935795952,node,Bankomat BZ WBK,atm,,,,,,54.337100982666016,18.62019920349121,bank_atm
935796795,node,Bankomat Millennium,atm,,,,,,54.37607192993164,18.61577606201172,bank_atm
935796892,node,Planet Cash,atm,,,,,,54.35200881958008,18.5927734375,bank_atm
935796999,node,Millennium Bank,bank,,,,,,54.35536193847656,18.648895263671875,bank_atm
935797564,node,Euronet,atm,,,,,,54.35488510131836,18.649410247802734,bank_atm
935798025,node,Bankomat Cash4You,atm,,,,,,54.337100982666016,18.620229721069336,bank_atm
935798427,node,Chinkalnia,restaurant,,,,,,54.37915802001953,18.607250213623047,kawiarnia_restauracja
935798439,node,Millennium Bank,bank,,,,,,54.37614440917969,18.615793228149414,bank_atm
935798555,node,Bankomat PKO BP,atm,,,,,,54.35986328125,18.590478897094727,bank_atm
935798763,node,Millennium Przedsiębiorstwa,bank,,,,,,54.35139846801758,18.646963119506836,bank_atm
935798822,node,Millennium Bank,bank,,,,,,54.34873580932617,18.620637893676758,bank_atm
935799538,node,Bankomat Millennium,atm,,,,,,54.37611770629883,18.615657806396484,bank_atm
935799956,node,Bankomat Millennium,atm,,,,,,54.388702392578125,18.623016357421875,bank_atm
935799957,node,,atm,,,,,,54.3713264465332,18.65387725830078,bank_atm
935801333,node,Planet Cash,atm,,,,,,54.329891204833984,18.600160598754883,bank_atm
935802176,node,Bankomat Millennium,atm,,,,,,54.35163116455078,18.64756965637207,bank_atm
935802470,node,Euronet,atm,,,,,,54.35126495361328,18.646846771240234,bank_atm
935802499,node,Santander,atm,,,,,,54.3509521484375,18.641639709472656,bank_atm
935802650,node,Millennium Bank,bank,,,,,,54.38199996948242,18.600000381469727,bank_atm
935802722,node,Bankomat Millennium,atm,,,,,,54.324954986572266,18.618194580078125,bank_atm
936116049,node,Santander,atm,,,,,,54.34716033935547,18.66168212890625,bank_atm
936116089,node,Bankomat Millennium,atm,,,,,,54.347312927246094,18.658857345581055,bank_atm
939080160,node,Sanitas,pharmacy,,,,,,54.32487487792969,18.611663818359375,apteka
1014505192,node,Reja,,,,tram_stop,,,54.379180908203125,18.62244987487793,przystanek_tramwaj
1014511202,node,Mickiewicza 02,,,,tram_stop,,,54.38271713256836,18.621837615966797,przystanek_tramwaj
1014511209,node,Kościuszki,,,,tram_stop,,,54.388336181640625,18.622434616088867,przystanek_tramwaj
1014521666,node,Wyspiańskiego,,,,tram_stop,,,54.37632751464844,18.62356948852539,przystanek_tramwaj
1014626703,node,Politechnika SKM 02,,,,tram_stop,,,54.37539291381836,18.62669563293457,przystanek_tramwaj
1014671542,node,Jana Pawła II 02,,,,tram_stop,,,54.39432144165039,18.60202980041504,przystanek_tramwaj
1014671550,node,Politechnika,,,,tram_stop,,,54.3740234375,18.62141227722168,przystanek_tramwaj
1014677932,node,Bajana 02,,,,tram_stop,,,54.389686584472656,18.60845184326172,przystanek_tramwaj
1014677937,node,Żwirki i Wigury 01,,,,tram_stop,,,54.392112731933594,18.605804443359375,przystanek_tramwaj
1014689328,node,Plac Komorowskiego 01,,,,tram_stop,,,54.383750915527344,18.614410400390625,przystanek_tramwaj
1015333590,node,Ola,,,hairdresser,,,,54.37888717651367,18.62360191345215,fryzjer
1015333594,node,Żabka,,,convenience,,,,54.375999450683594,18.62678337097168,sklep
1015333597,node,Zefirek,,,convenience,,,,54.380149841308594,18.61668586730957,sklep
1015333598,node,Przy Rynku,pharmacy,,,,,,54.38096237182617,18.614673614501953,apteka
1015333603,node,Kristo,,,convenience,,,,54.380374908447266,18.626262664794922,sklep
1015333606,node,,,,hairdresser,,,,54.38039016723633,18.625864028930664,fryzjer
1015333607,node,Smakosz,,,convenience,,,,54.38045883178711,18.62369155883789,sklep
1015371490,node,Swojska 02,,,,tram_stop,,,54.378746032714844,18.633159637451172,przystanek_tramwaj
1016331923,node,Śnieżna 02,,,,tram_stop,,,54.39225769042969,18.657684326171875,przystanek_tramwaj
1016331924,node,Marynarki Polskiej 01,,,,tram_stop,,,54.398582458496094,18.66656494140625,przystanek_tramwaj
1016351155,node,Xo Thai,restaurant,,,,,,54.38167953491211,18.61195182800293,kawiarnia_restauracja
1027222721,node,Stocznia SKM,,,,tram_stop,,,54.36458206176758,18.642742156982422,przystanek_tramwaj
1126936015,node,,,,convenience,,,,54.3581657409668,18.631916046142578,sklep
1164353730,node,Żabka,,,convenience,,,,54.34525680541992,18.594711303710938,sklep
1176897893,node,Brovarnia,pub,,,,,,54.34917068481445,18.66047477722168,pub
1200236924,node,Jarowa 02,,,,,bus_stop,,54.364044189453125,18.611841201782227,przystanek_autobus
1223929607,node,Livio,,,convenience,,,,54.32810974121094,18.59832191467285,sklep
1342994251,node,Otwarta 01,,,,,bus_stop,,54.355979919433594,18.60360336303711,przystanek_autobus
1380404549,node,Sultan Caffe,cafe,,,,,,54.375099182128906,18.615947723388672,kawiarnia_restauracja
1387503248,node,Degustatornia,pub,,,,,,54.35410690307617,18.659589767456055,pub
1387576100,node,Biedronka,,,supermarket,,,,54.35530090332031,18.650358200073242,sklep
1428571947,node,Eurospar,,,supermarket,,,,54.377010345458984,18.60745620727539,sklep
1434998424,node,Powstańców Warszawskich,,,,tram_stop,,,54.351097106933594,18.636093139648438,przystanek_tramwaj
1458087279,node,Agencja Bankowa Monetia,bank,,,,,,54.34059524536133,18.61994743347168,bank_atm
1458087282,node,Tino,restaurant,,,,,,54.34067916870117,18.619779586791992,kawiarnia_restauracja
1458087298,node,,atm,,,,,,54.341007232666016,18.619430541992188,bank_atm
1458087315,node,Po Zdrowie,pharmacy,,,,,,54.35523986816406,18.606548309326172,apteka
1492303240,node,Opera Bałtycka,,,,tram_stop,,,54.3720703125,18.62470817565918,przystanek_tramwaj
1515856046,node,Dbam o Zdrowie,pharmacy,,,,,,54.36501693725586,18.635343551635742,apteka
1515856053,node,LUXMED,clinic,,,,,,54.364810943603516,18.635713577270508,szpital_przychodnia
1516488374,node,Pellowski,,,bakery,,,,54.35456848144531,18.649595260620117,sklep
1527274855,node,LUCA,restaurant,,,,,,54.379364013671875,18.63179588317871,kawiarnia_restauracja
1527274873,node,Libero,,,convenience,,,,54.37919616699219,18.63197898864746,sklep
1565594343,node,Restauracja Kubicki,restaurant,,,,,,54.3536262512207,18.65896224975586,kawiarnia_restauracja
1565595004,node,Tawerna Dominikańska,restaurant,,,,,,54.35249328613281,18.65785789489746,kawiarnia_restauracja
1565596256,node,Żabka,,,convenience,,,,54.35335159301758,18.657365798950195,sklep
1624035971,node,,atm,,,,,,54.36042404174805,18.59111213684082,bank_atm
1636547673,node,Hokejowa 01,,,,,bus_stop,,54.309635162353516,18.58805274963379,przystanek_autobus
1636557421,node,Niepołomicka,,,,,bus_stop,,54.32019805908203,18.59508514404297,przystanek_autobus
1636557422,node,Niepołomicka,,,,,bus_stop,,54.32036209106445,18.595157623291016,przystanek_autobus
1636557424,node,Liliowa 02,,,,,bus_stop,,54.315452575683594,18.590959548950195,przystanek_autobus
1636557432,node,Hokejowa 02,,,,,bus_stop,,54.31049728393555,18.588809967041016,przystanek_autobus
1636557436,node,Liliowa 01,,,,,bus_stop,,54.315242767333984,18.591238021850586,przystanek_autobus
1637046985,node,Os. Świętokrzyskie 02,,,,,bus_stop,,54.31370162963867,18.570955276489258,przystanek_autobus
1637046987,node,Os. Świętokrzyskie 01,,,,,bus_stop,,54.31370162963867,18.57131004333496,przystanek_autobus
1637046996,node,Os. Świętokrzyskie 03,,,,,bus_stop,,54.31411361694336,18.569854736328125,przystanek_autobus
1637047099,node,Wieżycka,,,,,bus_stop,,54.31810760498047,18.586828231811523,przystanek_autobus
1637047103,node,Wieżycka,,,,,bus_stop,,54.318050384521484,18.587032318115234,przystanek_autobus
1641456768,node,Dom Leków,pharmacy,,,,,,54.351402282714844,18.636367797851562,apteka
1642244741,node,Orunia Górna 01,,,,,bus_stop,,54.32520294189453,18.618310928344727,przystanek_autobus
1643157234,node,,,,hairdresser,,,,54.324954986572266,18.611820220947266,fryzjer
1643157267,node,,,,convenience,,,,54.325042724609375,18.612001419067383,sklep
1643448895,node,,atm,,,,,,54.31013870239258,18.58773422241211,bank_atm
1644167183,node,Orląt Lwowskich 01,,,,,bus_stop,,54.32303237915039,18.60280418395996,przystanek_autobus
1644167191,node,Orląt Lwowskich 02,,,,,bus_stop,,54.32321548461914,18.602792739868164,przystanek_autobus
1644168509,node,Platynowa 01,,,,,bus_stop,,54.32728576660156,18.611177444458008,przystanek_autobus
1644168522,node,Platynowa 02,,,,,bus_stop,,54.32674026489258,18.60933494567871,przystanek_autobus
1647458546,node,Spar,,,convenience,,,,54.32973098754883,18.604026794433594,sklep
1693970301,node,,,,convenience,,,,54.35567092895508,18.57673454284668,sklep
1693970303,node,Migowo,,,,,bus_stop,,54.352867126464844,18.57575798034668,przystanek_autobus
1693970313,node,Budapesztańska,,,,,bus_stop,,54.35586929321289,18.57811737060547,przystanek_autobus
1693970315,node,Migowo,,,,,bus_stop,,54.35286331176758,18.57648277282715,przystanek_autobus
1693970330,node,Przyjaciel Piekarz,,,bakery,,,,54.355655670166016,18.576936721801758,sklep
1693970334,node,Lewiatan,,,convenience,,,,54.35734558105469,18.578388214111328,sklep
1693970562,node,Żabka,,,convenience,,,,54.35451126098633,18.57846450805664,sklep
1694376415,node,Mój Piekarz,,,bakery,,,,54.35765838623047,18.578460693359375,sklep
1705927407,node,Cmentarz Łostowicki,,,,,bus_stop,,54.34012985229492,18.601043701171875,przystanek_autobus
1705936475,node,Emaus,,,,,bus_stop,,54.34716033935547,18.60208511352539,przystanek_autobus
1706849198,node,Jaśkowa Dolina 01,,,,tram_stop,,,54.37845230102539,18.606351852416992,przystanek_tramwaj
1710324903,node,Siedlicka 01,,,,,bus_stop,,54.37010192871094,18.61250114440918,przystanek_autobus
1710433279,node,Równa,,,,,bus_stop,,54.324188232421875,18.640897750854492,przystanek_autobus
1722216101,node,Odido,,,convenience,,,,54.318443298339844,18.628599166870117,sklep
1733457366,node,Biedronka,,,supermarket,,,,54.34724044799805,18.662891387939453,sklep
1735159267,node,Aksamitna 01,,,,,bus_stop,,54.358524322509766,18.652069091796875,przystanek_autobus
1737166186,node,Plac Solidarności 04,,,,,bus_stop,,54.359378814697266,18.647493362426758,przystanek_autobus
1739194556,node,Muzeum II Wojny Światowej 02,,,,,bus_stop,,54.35762023925781,18.658977508544922,przystanek_autobus
1739194557,node,Muzeum II Wojny Światowej 01,,,,,bus_stop,,54.35740280151367,18.659259796142578,przystanek_autobus
1739194558,node,Rybaki Górne 01,,,,,bus_stop,,54.35811996459961,18.65580940246582,przystanek_autobus
1739250188,node,Dworzec Główny 18,,,,,bus_stop,,54.35490036010742,18.645055770874023,przystanek_autobus
1739250189,node,Dworzec Główny,,,,,bus_stop,,54.354400634765625,18.645719528198242,przystanek_autobus
1739250191,node,Dworzec Główny 11,,,,,bus_stop,,54.354942321777344,18.645835876464844,przystanek_autobus
1739250192,node,Dworzec Główny 12,,,,,bus_stop,,54.35531997680664,18.645160675048828,przystanek_autobus
1739250195,node,Dworzec Główny 01,,,,tram_stop,,,54.35517120361328,18.645538330078125,przystanek_tramwaj
1739250196,node,Dworzec Główny 02,,,,tram_stop,,,54.35515213012695,18.645471572875977,przystanek_tramwaj
1739250197,node,Dworzec Główny 05,,,,,bus_stop,,54.35547637939453,18.64597511291504,przystanek_autobus
1739250198,node,Dworzec Główny 14,,,,,bus_stop,,54.355018615722656,18.64508628845215,przystanek_autobus
1739250199,node,Dworzec Główny 08,,,,,bus_stop,,54.35630416870117,18.645421981811523,przystanek_autobus
1739522217,node,Hucisko 03,,,,,bus_stop,,54.3516845703125,18.644187927246094,przystanek_autobus
1739522221,node,Hucisko,,,,tram_stop,,,54.35184860229492,18.645578384399414,przystanek_tramwaj
1739522226,node,Hucisko 04,,,,,bus_stop,,54.35198974609375,18.644649505615234,przystanek_autobus
1748453064,node,Łostowice Świętokrzyska 01,,,,tram_stop,,,54.322479248046875,18.605770111083984,przystanek_tramwaj
1755955739,node,Delikatesy Familijne,,,convenience,,,,54.32642364501953,18.622282028198242,sklep
1755955751,node,Drewnem palona,restaurant,,,,,,54.32395935058594,18.61928939819336,kawiarnia_restauracja
1755971248,node,Oruńska II,pharmacy,,,,,,54.32634735107422,18.622201919555664,apteka
1755971319,node,Krzemowa,pharmacy,,,,,,54.32526779174805,18.618053436279297,apteka
1755971331,node,,atm,,,,,,54.324798583984375,18.618913650512695,bank_atm
1755971344,node,Biedronka,,,supermarket,,,,54.32501220703125,18.617673873901367,sklep
1755971416,node,,atm,,,,,,54.325172424316406,18.618837356567383,bank_atm
1755971450,node,,,,convenience,,,,54.32611083984375,18.618833541870117,sklep
1755971470,node,Żabka,,,convenience,,,,54.32611083984375,18.62217140197754,sklep
1755971521,node,Cymes,,,bakery,,,,54.32512664794922,18.61781883239746,sklep
1756938415,node,Stanowisko 2,,,,,bus_stop,,54.355796813964844,18.642492294311523,przystanek_autobus
1756938416,node,Stanowisko 3,,,,,bus_stop,,54.35586166381836,18.642498016357422,przystanek_autobus
1756938417,node,Stanowisko 4,,,,,bus_stop,,54.35593032836914,18.642501831054688,przystanek_autobus
1756938418,node,Stanowisko 6,,,,,bus_stop,,54.355995178222656,18.642507553100586,przystanek_autobus
1756938419,node,Stanowisko 7,,,,,bus_stop,,54.35606384277344,18.642513275146484,przystanek_autobus
1757041865,node,Uranowa 01,,,,,bus_stop,,54.32611846923828,18.620405197143555,przystanek_autobus
1757041869,node,Krzemowa 01,,,,,bus_stop,,54.32459259033203,18.618022918701172,przystanek_autobus
1757045283,node,,pub,,,,,,54.324989318847656,18.612886428833008,pub
1758432788,node,Ptasia,,,,,bus_stop,,54.33013916015625,18.626590728759766,przystanek_autobus
1758432791,node,Ptasia 02,,,,,bus_stop,,54.3303337097168,18.62800407409668,przystanek_autobus
1763370162,node,,atm,,,,,,54.370662689208984,18.61573028564453,bank_atm
1763370181,node,,atm,,,,,,54.370994567871094,18.617630004882812,bank_atm
1763555507,node,Zielona Papuga,restaurant,,,,,,54.37656784057617,18.61720085144043,kawiarnia_restauracja
1764779727,node,Łostowice Świętokrzyska 06,,,,,bus_stop,,54.32331466674805,18.606260299682617,przystanek_autobus
1764779737,node,Łostowice Świętokrzyska 04,,,,,bus_stop,,54.32261657714844,18.606077194213867,przystanek_autobus
1766290125,node,Budapesztańska,,,,,bus_stop,,54.355690002441406,18.578832626342773,przystanek_autobus
1766317344,node,Dana,,,hairdresser,,,,54.35597610473633,18.579559326171875,fryzjer
1766317370,node,Czernis,,,bakery,,,,54.355934143066406,18.579505920410156,sklep
1766416842,node,Mikawa,cafe,,,,,,54.37134552001953,18.6197452545166,kawiarnia_restauracja
1769043324,node,Biblioteka Publiczna Wojewódzka i Miejska. Filia nr 44,library,,,,,,54.35932540893555,18.5754337310791,biblioteka
1769069364,node,Prima,pharmacy,,,,,,54.35953140258789,18.58384132385254,apteka
1769082976,node,Dr. Max,pharmacy,,,,,,54.35846710205078,18.583072662353516,apteka
1769344038,node,Żabka,,,convenience,,,,54.347713470458984,18.662109375,sklep
1770503190,node,Kilińskiego 02,,,,,bus_stop,,54.38538360595703,18.603181838989258,przystanek_autobus
1770503203,node,Strzelnica 01,,,,,bus_stop,,54.365020751953125,18.589197158813477,przystanek_autobus
1770503208,node,Sobótki 01,,,,,bus_stop,,54.3744010925293,18.605438232421875,przystanek_autobus
1770503218,node,Na Wzgórzu - Teatr Leśny 02,,,,,bus_stop,,54.37031936645508,18.597068786621094,przystanek_autobus
1770503219,node,Wileńska 01,,,,,bus_stop,,54.36181640625,18.594736099243164,przystanek_autobus
1770503230,node,Falista (n/ż),,,,,bus_stop,,54.36790466308594,18.593271255493164,przystanek_autobus
1770503237,node,Strzelnica 02,,,,,bus_stop,,54.36546325683594,18.588926315307617,przystanek_autobus
1770503255,node,Jaśkowa Dolina 03,,,,,bus_stop,,54.37857437133789,18.6065731048584,przystanek_autobus
1770503272,node,Jaśkowa Dolina 05,,,,,bus_stop,,54.37784957885742,18.60664939880371,przystanek_autobus
1770503273,node,Kilińskiego 01,,,,,bus_stop,,54.386077880859375,18.60486602783203,przystanek_autobus
1770503275,node,Galeria Bałtycka 07,,,,,bus_stop,,54.383235931396484,18.59922218322754,przystanek_autobus
1770503282,node,Na Wzgórzu - Teatr Leśny 01,,,,,bus_stop,,54.37064743041992,18.59803009033203,przystanek_autobus
1770503283,node,Falista (n/ż),,,,,bus_stop,,54.367618560791016,18.59295654296875,przystanek_autobus
1770503284,node,Sobótki 02,,,,,bus_stop,,54.3747444152832,18.60547637939453,przystanek_autobus
1770604850,node,Piecewska,,,,,bus_stop,,54.35826110839844,18.587305068969727,przystanek_autobus
1770604872,node,Piecewska,,,,,bus_stop,,54.35837936401367,18.58690643310547,przystanek_autobus
1770604877,node,Kręta 02,,,,,bus_stop,,54.36701583862305,18.612834930419922,przystanek_autobus
1770604903,node,Kręta 01,,,,,bus_stop,,54.366756439208984,18.612913131713867,przystanek_autobus
1770653480,node,Nowolipie 01,,,,,bus_stop,,54.34974670410156,18.598251342773438,przystanek_autobus
1771325076,node,Biblioteka Społeczna Stowarzyszenia „Przyjazne Pomorze”,library,,,,,,54.3605842590332,18.711999893188477,biblioteka
1774349321,node,Pellowski,,,bakery,,,,54.34782791137695,18.663057327270508,sklep
1774349557,node,DOZ Apteka,pharmacy,,,,,,54.347686767578125,18.66191291809082,apteka
1774352685,node,abc,,,convenience,,,,54.348426818847656,18.667163848876953,sklep
1777255606,node,Piwnica Rajców,restaurant,,,,,,54.348663330078125,18.653261184692383,kawiarnia_restauracja
1777255611,node,Restauracja Pueblo Gdańsk,restaurant,,,,,,54.35088348388672,18.649599075317383,kawiarnia_restauracja
1779537646,node,Hola Tapas,restaurant,,,,,,54.35001754760742,18.651569366455078,kawiarnia_restauracja
1780915726,node,"Akademickie Liceum Ogólnokształcące ""Lingwista""",school,,,,,,54.3607063293457,18.644899368286133,szkola_przedszkole
1792929560,node,,,playground,,,,,54.358036041259766,18.641775131225586,plac_zabaw
1792976592,node,,atm,,,,,,54.37847137451172,18.633766174316406,bank_atm
1794635478,node,Sphinx,restaurant,,,,,,54.37759017944336,18.606979370117188,kawiarnia_restauracja
1794635508,node,,atm,,,,,,54.37807846069336,18.606355667114258,bank_atm
1803203287,node,Wyczółkowskiego 01,,,,,bus_stop,,54.357093811035156,18.619911193847656,przystanek_autobus
1805678004,node,ŻAK,cafe,,,,,,54.38694763183594,18.592247009277344,kawiarnia_restauracja
1805678031,node,Zaspa SKM 02,,,,,bus_stop,,54.389305114746094,18.594362258911133,przystanek_autobus
1805678204,node,Zaspa SKM 01,,,,,bus_stop,,54.389556884765625,18.59450340270996,przystanek_autobus
